TIME, ED_COUNTER, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, LABEL
12_6_34,95,3957.95,4084.1,4090.26,4083.08,4035.38,4071.28,4000.51,4098.97,4106.67,3841.54,4225.13,4079.49,4000,4037.44,0
12_6_34,96,3953.85,4078.46,4088.21,4078.97,4029.23,4074.36,4001.03,4092.82,4105.64,3843.59,4214.36,4071.28,3990.26,4030.77,0
12_6_34,97,3963.08,4081.54,4091.28,4087.18,4025.64,4074.87,4005.13,4091.28,4106.15,3856.92,4221.54,4074.36,3994.36,4033.85,0
12_6_34,98,3969.23,4085.13,4093.85,4090.26,4029.74,4067.69,4004.62,4096.41,4109.23,3871.79,4234.36,4082.05,4004.62,4045.13,0
12_6_34,99,3974.36,4096.41,4097.44,4088.72,4037.44,4068.72,4005.13,4097.44,4116.92,3888.21,4240,4091.28,4016.92,4056.92,0
12_6_34,100,3984.62,4106.67,4101.03,4099.49,4041.03,4077.44,4011.28,4095.9,4122.05,3907.69,4250.26,4100,4029.74,4064.1,0
12_6_34,101,3985.13,4095.9,4099.49,4103.08,4035.9,4077.44,4016.41,4098.46,4124.62,3916.92,4257.44,4099.49,4031.28,4062.56,0
12_6_34,102,3975.9,4081.54,4095.9,4091.28,4028.21,4067.18,4013.33,4099.49,4115.9,3913.85,4252.31,4092.31,4022.56,4058.97,0
12_6_34,103,3974.36,4080,4094.36,4089.74,4026.67,4061.03,4006.67,4097.44,4098.46,3909.74,4246.15,4088.21,4018.97,4057.95,0
12_6_34,104,3979.49,4080.51,4090.26,4095.9,4027.18,4059.49,4003.59,4098.46,4091.28,3909.23,4247.69,4090.77,4022.05,4054.87,0
12_6_34,105,3975.38,4074.36,4087.69,4090.77,4020,4052.31,4004.1,4098.46,4098.97,3913.33,4247.69,4091.79,4019.49,4049.23,0
12_6_34,106,3972.82,4077.95,4091.79,4092.82,4017.44,4049.23,4006.15,4097.95,4105.64,3925.13,4245.13,4089.74,4019.49,4046.67,0
12_6_34,107,3984.1,4088.21,4096.41,4104.62,4024.62,4055.9,4010.77,4098.97,4098.46,3935.38,4251.79,4093.85,4025.13,4053.33,0
12_6_35,108,3990.26,4086.67,4095.38,4106.15,4029.23,4059.49,4016.92,4098.46,4092.31,3938.97,4261.54,4098.97,4028.72,4058.46,0
12_6_35,109,3989.74,4085.64,4098.97,4104.1,4029.74,4055.9,4023.08,4096.92,4096.41,3948.21,4262.56,4103.59,4033.85,4061.03,0
12_6_35,110,3990.77,4089.23,4100,4108.21,4031.79,4061.54,4029.23,4097.44,4107.18,3967.69,4262.56,4105.64,4039.49,4064.62,0
12_6_35,111,3987.18,4078.46,4091.79,4106.15,4027.69,4066.67,4030.26,4096.92,4111.79,3976.41,4263.08,4098.97,4037.44,4059.49,0
12_6_35,112,3987.69,4072.31,4089.74,4100.51,4025.64,4061.03,4029.74,4095.9,4100,3971.28,4264.1,4097.44,4032.82,4055.38,0
12_6_35,113,4002.05,4087.69,4098.97,4112.31,4031.79,4058.46,4033.85,4096.92,4093.33,3980.51,4274.36,4107.69,4040,4069.23,0
12_6_35,114,4011.28,4096.41,4098.46,4120.51,4034.36,4060,4037.44,4098.97,4101.54,3996.92,4284.1,4112.82,4050.26,4078.46,0
12_6_35,115,4005.64,4089.74,4089.74,4109.23,4028.72,4058.46,4035.9,4099.49,4104.1,4000.51,4278.46,4104.62,4047.18,4066.15,0
12_6_35,116,4003.08,4092.31,4090.77,4108.72,4025.64,4055.38,4038.46,4098.46,4096.41,4002.05,4274.36,4101.03,4040.51,4060.51,0
12_6_35,117,4008.72,4102.56,4094.36,4124.1,4032.31,4055.38,4044.62,4096.92,4096.41,4011.28,4281.03,4108.21,4041.54,4066.67,0
12_6_35,118,4008.21,4098.97,4095.38,4124.1,4035.9,4056.41,4043.08,4097.95,4092.82,4013.33,4281.54,4108.72,4040.51,4067.69,0
12_6_35,119,4008.72,4091.79,4096.92,4118.46,4035.38,4058.97,4044.1,4098.97,4087.69,4015.38,4280.51,4107.18,4043.59,4071.79,0
12_6_35,120,4017.44,4097.44,4098.46,4125.64,4040.51,4062.05,4052.82,4095.9,4099.49,4030.26,4288.21,4117.44,4059.49,4081.03,0
12_6_35,121,4024.1,4104.1,4094.87,4126.15,4042.56,4062.56,4054.36,4096.41,4102.56,4037.44,4293.33,4125.13,4063.59,4080,0
12_6_35,122,4020,4097.44,4092.31,4121.54,4036.41,4058.46,4054.36,4098.97,4096.92,4034.87,4290.26,4117.95,4053.33,4073.85,0
12_6_35,123,4014.87,4091.28,4091.28,4122.05,4035.9,4056.41,4058.97,4098.97,4104.1,4046.15,4290.77,4111.28,4052.82,4073.33,0
12_6_35,124,4020,4098.97,4091.28,4123.59,4043.59,4063.08,4063.59,4098.97,4106.67,4061.54,4303.08,4114.36,4066.15,4076.92,0
12_6_35,125,4027.18,4106.15,4092.82,4126.15,4045.13,4069.23,4070.26,4099.49,4094.87,4057.95,4304.62,4112.82,4071.28,4078.97,0
12_6_35,126,4031.79,4111.28,4095.9,4130.77,4044.62,4066.15,4076.92,4097.95,4093.33,4056.41,4296.92,4113.33,4072.82,4080.51,0
12_6_35,127,4038.97,4121.03,4098.97,4139.49,4050.26,4067.18,4075.9,4096.92,4106.67,4078.46,4301.54,4123.59,4085.13,4082.05,0
12_6_35,128,4038.46,4120.51,4094.87,4144.1,4052.82,4075.9,4073.85,4098.97,4108.21,4094.36,4308.21,4124.62,4102.56,4079.49,0
12_6_35,0,4027.18,4106.67,4088.72,4134.87,4045.64,4075.9,4076.92,4098.97,4095.9,4088.21,4304.1,4111.79,4112.82,4070.77,0
12_6_35,1,4024.62,4104.1,4090.26,4125.13,4041.03,4065.64,4074.87,4093.85,4090.77,4088.72,4298.97,4105.13,4124.1,4065.64,0
12_6_35,2,4039.49,4120.51,4096.41,4134.87,4053.33,4066.15,4078.97,4090.77,4107.18,4113.33,4309.74,4121.54,4149.23,4078.46,0
12_6_35,3,4049.23,4128.21,4098.46,4148.21,4061.54,4072.82,4090.77,4093.85,4113.85,4131.28,4327.69,4140.51,4172.31,4091.28,0
12_6_35,4,4041.54,4116.92,4092.31,4141.03,4048.72,4067.69,4092.82,4097.95,4096.92,4124.1,4327.69,4134.36,4171.28,4082.05,0
12_6_35,5,4029.74,4104.1,4084.1,4124.62,4036.92,4060,4088.72,4097.95,4092.82,4121.03,4313.33,4120,4157.95,4063.59,0
12_6_35,6,4027.69,4104.1,4084.1,4123.08,4043.59,4061.54,4090.26,4097.95,4104.1,4133.33,4315.38,4119.49,4155.38,4058.97,0
12_6_35,7,4033.33,4111.28,4088.72,4133.85,4054.36,4064.62,4092.31,4097.95,4106.15,4143.59,4329.74,4125.64,4163.08,4065.13,0
12_6_35,8,4031.79,4103.08,4085.64,4135.9,4049.74,4062.05,4089.74,4098.46,4089.74,4138.97,4326.15,4122.05,4157.95,4060.51,0
12_6_35,9,4028.21,4091.28,4080.51,4128.72,4040,4059.49,4089.74,4098.97,4080,4137.44,4321.03,4121.03,4142.05,4049.23,0
12_6_35,10,4035.38,4098.46,4083.59,4132.82,4046.67,4059.49,4094.36,4097.95,4097.95,4156.92,4335.9,4133.33,4140.51,4053.33,0
12_6_35,11,4046.67,4110.77,4088.72,4142.05,4061.54,4061.03,4098.97,4098.46,4113.33,4172.82,4345.64,4142.56,4151.28,4066.67,0
12_6_35,12,4044.62,4107.18,4090.77,4136.41,4058.97,4062.56,4102.56,4099.49,4097.95,4165.13,4341.03,4139.49,4152.31,4065.13,0
12_6_35,13,4038.97,4099.49,4090.26,4124.1,4048.21,4064.1,4105.64,4095.9,4085.64,4161.54,4343.59,4137.95,4147.18,4062.05,0
12_6_35,14,4037.95,4094.87,4086.67,4119.49,4049.74,4066.15,4108.21,4093.85,4093.33,4167.69,4344.1,4133.85,4140.51,4062.05,0
12_6_35,15,4036.41,4090.26,4081.54,4121.03,4051.79,4064.62,4107.18,4097.44,4096.92,4165.13,4332.31,4125.64,4125.64,4049.74,0
12_6_35,16,4038.46,4094.36,4085.64,4126.67,4051.28,4060,4107.69,4097.44,4100,4168.21,4342.56,4131.79,4121.54,4045.64,0
